2020-06-28T01:50:37.679Z	https://archive.org/includes/jquery-1.10.2.min.js	200	GET	application/x-javascript
2020-06-28T01:50:37.680Z	https://archive.org/components/npm/@babel/polyfill/dist/polyfill.min.js	200	GET	application/x-javascript
2020-06-28T01:50:37.680Z	https://archive.org/includes/build/js/ie-dom-node-remove-polyfill.min.js	200	GET	application/x-javascript
2020-06-28T01:50:37.681Z	https://archive.org/includes/analytics.js	200	GET	application/x-javascript
2020-06-28T01:50:37.681Z	https://archive.org/components/npm/@webcomponents/webcomponentsjs/webcomponents-bundle.js?v=be5c6240	200	GET	application/x-javascript
2020-06-28T01:50:37.682Z	https://archive.org/includes/build/js/more-facets.min.js?v=be5c6240	200	GET	application/x-javascript
2020-06-28T01:50:37.682Z	https://archive.org/includes/build/js/radio-player-controller.min.js?v=be5c6240	200	GET	application/x-javascript
2020-06-28T01:50:37.682Z	https://archive.org/includes/build/js/ia-wayback-search.min.js?v=be5c6240	200	GET	application/x-javascript
2020-06-28T01:50:34.816Z	http://web.archive.org/web/20200628012605/https://twitter.com/realDonaldTrump	200	GET	text/html
2020-06-28T01:50:36.741Z	http://web.archive.org/web/20200628012605/https://abs.twimg.com/k/en/init.en.fd62d0c3ae45b60cf5aa.js	200	GET	application/javascript
2020-06-28T01:50:36.742Z	http://web.archive.org/web/20200628012605/https://abs.twimg.com/k/en/0.commons.en.2d6be4aa18878a5eb7fc.js	200	GET	application/javascript
2020-06-28T01:50:36.742Z	http://web.archive.org/web/20200628012605/https://abs.twimg.com/k/en/3.pages_profile.en.ea0de5847c47838f390c.js	302	GET	text/plain
2020-06-28T01:50:36.745Z	http://archive.org/includes/analytics.js?v=cf34f82	307	GET	x-unknown
2020-06-28T01:50:36.745Z	http://web.archive.org/_static/js/playback.bundle.js?v=R56vIgLu	200	GET	application/javascript
2020-06-28T01:50:36.746Z	http://web.archive.org/_static/js/wombat.js?v=nWgLpXRB	200	GET	application/javascript
2020-06-28T01:50:36.746Z	http://web.archive.org/_static/css/banner-styles.css?v=HyR5oymJ	200	GET	text/css
2020-06-28T01:50:36.747Z	http://web.archive.org/_static/css/iconochive.css?v=qtvMKcIJ	200	GET	text/css
2020-06-28T01:50:36.747Z	http://web.archive.org/web/20200628012605cs_/https://abs.twimg.com/a/1592349661/css/t1/twitter_core.bundle.css	200	GET	text/css
2020-06-28T01:50:36.747Z	http://web.archive.org/web/20200628012605cs_/https://abs.twimg.com/a/1592349661/css/t1/twitter_more_1.bundle.css	200	GET	text/css
2020-06-28T01:50:36.748Z	http://web.archive.org/web/20200628012605cs_/https://abs.twimg.com/a/1592349661/css/t1/twitter_more_2.bundle.css	302	GET	text/plain
2020-06-28T01:50:36.749Z	http://web.archive.org/_static/images/toolbar/wayback-toolbar-logo.png	200	GET	image/png
